tag_a,tag_b,n_a,n_b,n_both,reach,demand_both,max_ccu,best_game,avg_rating,best_url
car,genre:Physics Sim,105,36,2,139,429,327,Cars vs Trains! [Switzerland!!],77.9,https://www.roblox.com/games/3141890059
drive,genre:Physics Sim,76,36,2,110,429,327,Cars vs Trains! [Switzerland!!],77.9,https://www.roblox.com/games/3141890059
genre:Physics Sim,train,36,185,3,218,548,327,Cars vs Trains! [Switzerland!!],80.6,https://www.roblox.com/games/3141890059
obby,rob,229,28,5,252,490,326,Rob Mr Rich's Mansion Obby! (NEW READ DESC),46.6,https://www.roblox.com/games/6846406540
rob,upgrade,28,357,2,383,375,326,Rob Mr Rich's Mansion Obby! (NEW READ DESC),66.2,https://www.roblox.com/games/6846406540
genre:Vehicle Sim,space,100,49,5,144,506,325,Space Sailors,68.7,https://www.roblox.com/games/5000143962
incremental,trade,47,65,1,111,324,324,💸Computer Incremental,98.2,https://www.roblox.com/games/88728410943211
dessert,eat,9,90,1,98,323,323,🍰☕ Tea Time  || Dessert Buffet,96.9,https://www.roblox.com/games/17521026721
collect,genre:Sandbox,402,69,1,470,321,321,Build a Stone Miner! ⚒️,82.6,https://www.roblox.com/games/125563061751446
genre:Sandbox,sell,69,96,2,163,512,321,Build a Stone Miner! ⚒️,89.8,https://www.roblox.com/games/125563061751446
prison,tag,63,190,5,248,1057,319,💜LILY LOVEBRAIDS PRISON RUN! (Obby),89.8,https://www.roblox.com/games/86316014592689
fly,mine,72,43,1,114,316,316,Survive the Mines,88.4,https://www.roblox.com/games/79050376766022
genre:Battlegrounds & Fighting,zombie,131,73,3,201,658,316,Zombie game [upd3],85.9,https://www.roblox.com/games/14419907512
genre:Morph Roleplay,run,59,222,1,280,316,316,Planetball World 🪐 [SATELLITES],89.4,https://www.roblox.com/games/15831002931
lucky,tap,77,59,6,130,543,304,Pets RNG! ✨,90.5,https://www.roblox.com/games/18901165922
rng,tap,54,59,5,108,678,304,Pets RNG! ✨,94.1,https://www.roblox.com/games/18901165922
tap,upgrade,59,357,14,402,795,304,Pets RNG! ✨,84.0,https://www.roblox.com/games/18901165922
collect,zombie,402,73,1,474,302,302,Merge Tower Defense - UPD 6.9,91.5,https://www.roblox.com/games/79205214213091
genre:Tycoon,zombie,451,73,11,513,1109,302,Merge Tower Defense - UPD 6.9,82.4,https://www.roblox.com/games/79205214213091
grow,zombie,202,73,2,273,586,302,Merge Tower Defense - UPD 6.9,92.0,https://www.roblox.com/games/79205214213091
merge,survive,54,243,4,293,661,302,Merge Tower Defense - UPD 6.9,87.3,https://www.roblox.com/games/79205214213091
merge,zombie,54,73,8,119,686,302,Merge Tower Defense - UPD 6.9,82.3,https://www.roblox.com/games/79205214213091
genre:Tower Obby,lift,95,26,1,120,301,301,Lift Troll Tower,75.4,https://www.roblox.com/games/72269389980862
lift,tower,26,172,1,197,301,301,Lift Troll Tower,75.4,https://www.roblox.com/games/72269389980862
genre:Quiz,race,13,92,1,104,300,300,Logo Race: Guess The Logo Quiz!,34.0,https://www.roblox.com/games/17188200379
genre:Quiz,tag,13,190,2,201,361,300,Logo Race: Guess The Logo Quiz!,52.9,https://www.roblox.com/games/17188200379
fly,genre:Battlegrounds & Fighting,72,131,3,200,549,300,[Su-25] Aircraft Carrier [BETA] ,82.6,https://www.roblox.com/games/5140123832
city,magic,85,30,1,114,299,299,[Cleopatra] MAJIKA: City of Magic,69.4,https://www.roblox.com/games/116180605208763
genre:Battlegrounds & Fighting,ninja,131,30,5,156,655,298,[⚡] Ninja Battlegrounds,89.0,https://www.roblox.com/games/15708523495
ninja,punch,30,29,1,58,298,298,[⚡] Ninja Battlegrounds,95.5,https://www.roblox.com/games/15708523495
baby,prison,44,63,3,104,483,296,🎤KPOP DEMON HUNTERS PRISON RUN! (Obby),75.7,https://www.roblox.com/games/125499497872960
baby,tag,44,190,6,228,761,296,🎤KPOP DEMON HUNTERS PRISON RUN! (Obby),84.2,https://www.roblox.com/games/125499497872960
build,genre:Open World Action,372,18,1,389,296,296,Wizard West,89.9,https://www.roblox.com/games/17357719939
build,wizard,372,28,3,397,316,296,Wizard West,87.9,https://www.roblox.com/games/17357719939
genre:Open World Action,wizard,18,28,1,45,296,296,Wizard West,89.9,https://www.roblox.com/games/17357719939
genre:Scavenger Hunt,restaurant,38,54,1,91,295,295,Secret Staycation Dark,83.7,https://www.roblox.com/games/70554197060609
drive,horror,76,57,2,131,323,295,[Major Update] Crush Depth 🌊,88.3,https://www.roblox.com/games/116802177276368
drive,monster,76,77,2,151,323,295,[Major Update] Crush Depth 🌊,88.3,https://www.roblox.com/games/116802177276368
drive,ocean,76,40,2,114,319,295,[Major Update] Crush Depth 🌊,80.2,https://www.roblox.com/games/116802177276368
horror,ocean,57,40,2,95,369,295,[Major Update] Crush Depth 🌊,73.6,https://www.roblox.com/games/116802177276368
horror,run,57,222,3,276,304,295,[Major Update] Crush Depth 🌊,68.9,https://www.roblox.com/games/116802177276368
horror,upgrade,57,357,1,413,295,295,[Major Update] Crush Depth 🌊,82.1,https://www.roblox.com/games/116802177276368
ocean,tag,40,190,5,225,345,295,[Major Update] Crush Depth 🌊,73.3,https://www.roblox.com/games/116802177276368
eat,fish,90,65,3,152,307,294,Be a Shark🦈,75.9,https://www.roblox.com/games/15334675936
fish,trade,65,65,2,128,298,294,Be a Shark🦈,92.6,https://www.roblox.com/games/15334675936
build,genre:Idle,372,27,1,398,294,294,💸1 Step = $1,96.9,https://www.roblox.com/games/80949673497851
genre:Idle,hatch,27,108,1,134,294,294,💸1 Step = $1,96.9,https://www.roblox.com/games/80949673497851
genre:Idle,pet,27,222,1,248,294,294,💸1 Step = $1,96.9,https://www.roblox.com/games/80949673497851
genre:Idle,speed,27,176,3,200,303,294,💸1 Step = $1,93.1,https://www.roblox.com/games/80949673497851
genre:Idle,tag,27,190,1,216,294,294,💸1 Step = $1,96.9,https://www.roblox.com/games/80949673497851
hatch,tag,108,190,2,296,306,294,💸1 Step = $1,96.1,https://www.roblox.com/games/80949673497851
anime,steal,77,94,2,169,476,292,🚨 Steal Anime!,91.8,https://www.roblox.com/games/113995904598360
battle,steal,139,94,6,227,639,292,🚨 Steal Anime!,82.4,https://www.roblox.com/games/113995904598360
prison,speed,63,176,2,237,300,291,STITCH'S PRISON RUN! (Obby),78.3,https://www.roblox.com/games/108512576213547
fly,pet,72,222,6,288,447,290,🚀 Fly to SPACE!,90.9,https://www.roblox.com/games/72515236628292
fly,space,72,49,5,116,333,290,🚀 Fly to SPACE!,75.6,https://www.roblox.com/games/72515236628292
pet,space,222,49,5,266,447,290,🚀 Fly to SPACE!,91.4,https://www.roblox.com/games/72515236628292
race,space,92,49,2,139,315,290,🚀 Fly to SPACE!,97.3,https://www.roblox.com/games/72515236628292
candy,genre:Story,35,53,2,86,429,288,Cotton Candy Shop [HORROR],87.5,https://www.roblox.com/games/105397373664091
candy,horror,35,57,1,91,288,288,Cotton Candy Shop [HORROR],86.9,https://www.roblox.com/games/105397373664091
craft,hatch,55,108,5,158,563,287,[⏳12H!] Click Simulator✨,92.3,https://www.roblox.com/games/80470429583287
craft,rebirth,55,170,5,220,420,287,[⏳12H!] Click Simulator✨,94.7,https://www.roblox.com/games/80470429583287
craft,simulator,55,229,9,275,574,287,[⏳12H!] Click Simulator✨,81.6,https://www.roblox.com/games/80470429583287
rebirth,trade,170,65,4,231,326,287,[⏳12H!] Click Simulator✨,87.2,https://www.roblox.com/games/80470429583287
build,dig,372,42,5,409,376,286,Treasure Hunt Simulator,85.1,https://www.roblox.com/games/1345139196
dig,sell,42,96,2,136,299,286,Treasure Hunt Simulator,94.2,https://www.roblox.com/games/1345139196
dig,tag,42,190,3,229,300,286,Treasure Hunt Simulator,91.3,https://www.roblox.com/games/1345139196
sell,tag,96,190,6,280,508,286,Treasure Hunt Simulator,80.0,https://www.roblox.com/games/1345139196
genre:Incremental Simulator,wizard,512,28,4,536,288,286,✨Simple Spells!,90.8,https://www.roblox.com/games/118433033586507
magic,sell,30,96,1,125,286,286,✨Simple Spells!,96.9,https://www.roblox.com/games/118433033586507
sell,wizard,96,28,1,123,286,286,✨Simple Spells!,96.9,https://www.roblox.com/games/118433033586507
animal,genre:Pet Care,67,9,1,75,285,285,🐈 PAWS Pet Hospital 🐾,85.3,https://www.roblox.com/games/14895218677
evolve,genre:Idle,56,27,2,81,308,284,Zombie Army RNG 🎲,85.8,https://www.roblox.com/games/84776213619757
evolve,grow,56,202,9,249,669,284,Zombie Army RNG 🎲,80.0,https://www.roblox.com/games/84776213619757
evolve,rng,56,54,2,108,286,284,Zombie Army RNG 🎲,90.9,https://www.roblox.com/games/84776213619757
evolve,roll,56,98,2,152,286,284,Zombie Army RNG 🎲,90.9,https://www.roblox.com/games/84776213619757
evolve,zombie,56,73,2,127,284,284,Zombie Army RNG 🎲,88.0,https://www.roblox.com/games/84776213619757
genre:Idle,grow,27,202,3,226,344,284,Zombie Army RNG 🎲,86.4,https://www.roblox.com/games/84776213619757
genre:Idle,upgrade,27,357,6,378,364,284,Zombie Army RNG 🎲,80.0,https://www.roblox.com/games/84776213619757
genre:Idle,zombie,27,73,2,98,285,284,Zombie Army RNG 🎲,71.9,https://www.roblox.com/games/84776213619757
drive,food,76,93,4,165,344,284,[ALPHA] Dead Meals 🧟🍔,87.5,https://www.roblox.com/games/77942507005261
drive,serve,76,45,3,118,343,284,[ALPHA] Dead Meals 🧟🍔,80.5,https://www.roblox.com/games/77942507005261
drive,zombie,76,73,4,145,556,284,[ALPHA] Dead Meals 🧟🍔,77.2,https://www.roblox.com/games/77942507005261
food,zombie,93,73,1,165,284,284,[ALPHA] Dead Meals 🧟🍔,84.8,https://www.roblox.com/games/77942507005261
serve,zombie,45,73,1,117,284,284,[ALPHA] Dead Meals 🧟🍔,84.8,https://www.roblox.com/games/77942507005261
collect,mine,402,43,10,435,448,283,Grow Crystals! 💎,88.1,https://www.roblox.com/games/103439779532083
grow,mine,202,43,3,242,286,283,Grow Crystals! 💎,91.7,https://www.roblox.com/games/103439779532083
mine,plant,43,55,2,96,284,283,Grow Crystals! 💎,91.3,https://www.roblox.com/games/103439779532083
cat,dragon,56,54,4,106,385,278,[AVALI] Furana! 🐾,74.4,https://www.roblox.com/games/2849947369
dragon,genre:Morph Roleplay,54,59,3,110,280,278,[AVALI] Furana! 🐾,70.2,https://www.roblox.com/games/2849947369
baby,genre:Childhood Game,44,32,1,75,276,276,Where's the Baby! ,79.8,https://www.roblox.com/games/381674682
cafe,genre:Story,15,53,3,65,383,274,The Hybrid Cafe ☕,89.6,https://www.roblox.com/games/132813250731469
cafe,serve,15,45,4,56,298,274,The Hybrid Cafe ☕,83.7,https://www.roblox.com/games/132813250731469
genre:Story,upgrade,53,357,1,409,274,274,The Hybrid Cafe ☕,92.1,https://www.roblox.com/games/132813250731469
car,fly,105,72,4,173,519,274,Palmhaven City RP🏡,74.5,https://www.roblox.com/games/71174733280934
city,fly,85,72,2,155,500,274,Palmhaven City RP🏡,79.2,https://www.roblox.com/games/71174733280934
city,plane,85,33,1,117,274,274,Palmhaven City RP🏡,88.7,https://www.roblox.com/games/71174733280934
drive,fly,76,72,4,144,531,274,Palmhaven City RP🏡,81.0,https://www.roblox.com/games/71174733280934
fly,genre:Life,72,72,2,142,382,274,Palmhaven City RP🏡,78.6,https://www.roblox.com/games/71174733280934
genre:Life,plane,72,33,1,104,274,274,Palmhaven City RP🏡,88.7,https://www.roblox.com/games/71174733280934
genre:Life,race,72,92,2,162,299,274,Palmhaven City RP🏡,81.0,https://www.roblox.com/games/71174733280934
evolve,fuse,56,17,2,71,273,273,🐶 OMG Pets!,76.3,https://www.roblox.com/games/72908017817960
evolve,hatch,56,108,4,160,280,273,🐶 OMG Pets!,85.3,https://www.roblox.com/games/72908017817960
evolve,rebirth,56,170,5,221,420,273,🐶 OMG Pets!,89.6,https://www.roblox.com/games/72908017817960
evolve,sell,56,96,1,151,273,273,🐶 OMG Pets!,94.5,https://www.roblox.com/games/72908017817960
food,fuse,93,17,1,109,273,273,🐶 OMG Pets!,94.5,https://www.roblox.com/games/72908017817960
food,rebirth,93,170,5,258,644,273,🐶 OMG Pets!,85.9,https://www.roblox.com/games/72908017817960
fuse,genre:Tycoon,17,451,4,464,276,273,🐶 OMG Pets!,89.8,https://www.roblox.com/games/72908017817960
fuse,rebirth,17,170,4,183,274,273,🐶 OMG Pets!,83.5,https://www.roblox.com/games/72908017817960
fuse,sell,17,96,2,111,273,273,🐶 OMG Pets!,72.2,https://www.roblox.com/games/72908017817960
genre:Tower Obby,space,95,49,1,143,271,271,Space Tower,80.8,https://www.roblox.com/games/8279007732
space,tower,49,172,6,215,419,271,Space Tower,73.2,https://www.roblox.com/games/8279007732
battle,food,139,93,3,229,290,271,Fruit Brawl [Season1],84.2,https://www.roblox.com/games/109874031714762
food,fruit,93,56,1,148,271,271,Fruit Brawl [Season1],88.1,https://www.roblox.com/games/109874031714762
food,genre:Battlegrounds & Fighting,93,131,1,223,271,271,Fruit Brawl [Season1],88.1,https://www.roblox.com/games/109874031714762
brainrot,car,131,105,1,235,271,271,[WORLDS] Cross the Road for Brainrot🚗,82.2,https://www.roblox.com/games/89072926726733
build,fantasy,372,13,2,383,299,271,Fantasy Tycoon 🏰,85.0,https://www.roblox.com/games/128940728508309
fantasy,genre:Tycoon,13,451,1,463,271,271,Fantasy Tycoon 🏰,92.6,https://www.roblox.com/games/128940728508309
fantasy,roll,13,98,1,110,271,271,Fantasy Tycoon 🏰,92.6,https://www.roblox.com/games/128940728508309
fantasy,tycoon,13,137,1,149,271,271,Fantasy Tycoon 🏰,92.6,https://www.roblox.com/games/128940728508309
roll,tycoon,98,137,1,234,271,271,Fantasy Tycoon 🏰,92.6,https://www.roblox.com/games/128940728508309
grow,slime,202,42,7,237,500,269,Eat Slimes to Grow HUGE,83.7,https://www.roblox.com/games/15885874861
genre:Morph Roleplay,magic,59,30,4,85,288,268,Bloodlines,74.2,https://www.roblox.com/games/77764836384604
craft,defense,55,53,2,106,275,266,Dying Days: Zombies,91.8,https://www.roblox.com/games/96694016130835
craft,fight,55,223,5,273,460,266,Dying Days: Zombies,82.6,https://www.roblox.com/games/96694016130835
craft,zombie,55,73,1,127,266,266,Dying Days: Zombies,97.2,https://www.roblox.com/games/96694016130835
battle,magic,139,30,4,165,288,264,GOD TYCOON,88.1,https://www.roblox.com/games/5310443220
battle,tycoon,139,137,6,270,585,264,GOD TYCOON,76.5,https://www.roblox.com/games/5310443220
build,magic,372,30,3,399,284,264,GOD TYCOON,86.7,https://www.roblox.com/games/5310443220
genre:Tycoon,magic,451,30,4,477,293,264,GOD TYCOON,88.7,https://www.roblox.com/games/5310443220
magic,tycoon,30,137,4,163,293,264,GOD TYCOON,88.7,https://www.roblox.com/games/5310443220
race,simulator,92,229,9,312,473,262,💪 Gym Track Race ,88.2,https://www.roblox.com/games/75847425881082
car,obby,105,229,3,331,402,262,Chained Cars [2 Player Obby],72.1,https://www.roblox.com/games/128520572013466
build,robot,372,21,8,385,894,261,Train Robot to Fight 🤖,76.5,https://www.roblox.com/games/132167728984724
collect,robot,402,21,2,421,262,261,Train Robot to Fight 🤖,81.5,https://www.roblox.com/games/132167728984724
genre:Incremental Simulator,robot,512,21,7,526,677,261,Train Robot to Fight 🤖,84.6,https://www.roblox.com/games/132167728984724
robot,train,21,185,2,204,420,261,Train Robot to Fight 🤖,91.2,https://www.roblox.com/games/132167728984724
robot,upgrade,21,357,5,373,453,261,Train Robot to Fight 🤖,78.0,https://www.roblox.com/games/132167728984724
mine,rng,43,54,2,95,498,259,[🏖️] Mining RNG,94.0,https://www.roblox.com/games/127460399399081
mine,roll,43,98,2,139,295,259,[🏖️] Mining RNG,74.5,https://www.roblox.com/games/127460399399081
roll,sell,98,96,3,191,271,259,[🏖️] Mining RNG,74.2,https://www.roblox.com/games/127460399399081
car,genre:Match & Merge,105,14,1,118,258,258,Merge for SPEED!,94.8,https://www.roblox.com/games/118611268319028
car,hatch,105,108,1,212,258,258,Merge for SPEED!,94.8,https://www.roblox.com/games/118611268319028
car,merge,105,54,1,158,258,258,Merge for SPEED!,94.8,https://www.roblox.com/games/118611268319028
genre:Match & Merge,hatch,14,108,1,121,258,258,Merge for SPEED!,94.8,https://www.roblox.com/games/118611268319028
genre:Match & Merge,pet,14,222,2,234,311,258,Merge for SPEED!,92.4,https://www.roblox.com/games/118611268319028
genre:Match & Merge,race,14,92,1,105,258,258,Merge for SPEED!,94.8,https://www.roblox.com/games/118611268319028
genre:Match & Merge,speed,14,176,2,188,265,258,Merge for SPEED!,81.5,https://www.roblox.com/games/118611268319028
genre:Match & Merge,trade,14,65,1,78,258,258,Merge for SPEED!,94.8,https://www.roblox.com/games/118611268319028
hatch,merge,108,54,2,160,269,258,Merge for SPEED!,91.7,https://www.roblox.com/games/118611268319028
merge,pet,54,222,8,268,475,258,Merge for SPEED!,79.6,https://www.roblox.com/games/118611268319028
merge,race,54,92,1,145,258,258,Merge for SPEED!,94.8,https://www.roblox.com/games/118611268319028
merge,speed,54,176,4,226,277,258,Merge for SPEED!,78.4,https://www.roblox.com/games/118611268319028
merge,trade,54,65,1,118,258,258,Merge for SPEED!,94.8,https://www.roblox.com/games/118611268319028
speed,trade,176,65,1,240,258,258,Merge for SPEED!,94.8,https://www.roblox.com/games/118611268319028
jump,noob,151,47,2,196,256,254,Noob Train,78.9,https://www.roblox.com/games/4655652068
noob,speed,47,176,4,219,293,254,Noob Train,85.2,https://www.roblox.com/games/4655652068
noob,train,47,185,3,229,282,254,Noob Train,85.3,https://www.roblox.com/games/4655652068
fight,genre:Sandbox,223,69,6,286,653,251,⛏️Minersblock 2.0💎[Release!],83.2,https://www.roblox.com/games/86423019613043
genre:Sandbox,mine,69,43,2,110,442,251,⛏️Minersblock 2.0💎[Release!],82.5,https://www.roblox.com/games/86423019613043
mine,tag,43,190,3,230,288,251,⛏️Minersblock 2.0💎[Release!],70.3,https://www.roblox.com/games/86423019613043
battle,lift,139,26,3,162,372,251,Boxing Battles 🥊,93.0,https://www.roblox.com/games/77336225852238
fight,lift,223,26,5,244,398,251,Boxing Battles 🥊,87.7,https://www.roblox.com/games/77336225852238
battle,kitchen,139,18,1,156,249,249,Hell's Kitchen 2,80.8,https://www.roblox.com/games/18130218021
fight,kitchen,223,18,3,238,329,249,Hell's Kitchen 2,86.3,https://www.roblox.com/games/18130218021
car,genre:Battlegrounds & Fighting,105,131,1,235,247,247,Glory Kill Testing,89.7,https://www.roblox.com/games/13059719130
battle,ninja,139,30,4,165,519,246,Ninja Parkour Arena,92.0,https://www.roblox.com/games/104323149087883
battle,parkour,139,45,2,182,263,246,Ninja Parkour Arena,90.5,https://www.roblox.com/games/104323149087883
ninja,parkour,30,45,4,71,384,246,Ninja Parkour Arena,85.3,https://www.roblox.com/games/104323149087883
dragon,fuse,54,17,2,69,246,243,[🎉] Fuse Dragons 🐉,88.2,https://www.roblox.com/games/104710619210501
dragon,trade,54,65,1,118,243,243,[🎉] Fuse Dragons 🐉,84.6,https://www.roblox.com/games/104710619210501
eat,fruit,90,56,3,143,297,243,[🎉] Fuse Dragons 🐉,81.1,https://www.roblox.com/games/104710619210501
eat,fuse,90,17,1,106,243,243,[🎉] Fuse Dragons 🐉,84.6,https://www.roblox.com/games/104710619210501
fly,fruit,72,56,1,127,243,243,[🎉] Fuse Dragons 🐉,84.6,https://www.roblox.com/games/104710619210501
fly,fuse,72,17,1,88,243,243,[🎉] Fuse Dragons 🐉,84.6,https://www.roblox.com/games/104710619210501
fly,trade,72,65,1,136,243,243,[🎉] Fuse Dragons 🐉,84.6,https://www.roblox.com/games/104710619210501
fruit,fuse,56,17,1,72,243,243,[🎉] Fuse Dragons 🐉,84.6,https://www.roblox.com/games/104710619210501
fuse,trade,17,65,1,81,243,243,[🎉] Fuse Dragons 🐉,84.6,https://www.roblox.com/games/104710619210501
school,tycoon,60,137,1,196,242,242,My Perfect School,54.2,https://www.roblox.com/games/18719269843
alien,harvest,39,17,1,55,240,240,ALIEN ATTACK 👽 [DESERT!],92.5,https://www.roblox.com/games/80601147603162
alien,steal,39,94,2,131,260,240,ALIEN ATTACK 👽 [DESERT!],84.5,https://www.roblox.com/games/80601147603162
robot,survive,21,243,2,262,250,240,[🤖] Build to Survive the Robots 2,62.6,https://www.roblox.com/games/103980862080286
hatch,mine,108,43,4,147,415,239,⛏️ Dig to Earth's CORE!,91.0,https://www.roblox.com/games/81440632616906
genre:Story,speed,53,176,2,227,241,234,Three Little Pigs [HORROR],73.3,https://www.roblox.com/games/130863460389240
horror,speed,57,176,1,232,234,234,Three Little Pigs [HORROR],68.0,https://www.roblox.com/games/130863460389240
candy,genre:Tower Obby,35,95,5,125,352,233,Cotton dreams tower,75.9,https://www.roblox.com/games/79453428559219
candy,tower,35,172,5,202,352,233,Cotton dreams tower,75.9,https://www.roblox.com/games/79453428559219
battle,fly,139,72,4,207,308,231,[💥] Kick Battlegrounds!,78.6,https://www.roblox.com/games/110558339939185
battle,kick,139,31,1,169,231,231,[💥] Kick Battlegrounds!,84.0,https://www.roblox.com/games/110558339939185
fly,kick,72,31,1,102,231,231,[💥] Kick Battlegrounds!,84.0,https://www.roblox.com/games/110558339939185
genre:Battlegrounds & Fighting,kick,131,31,1,161,231,231,[💥] Kick Battlegrounds!,84.0,https://www.roblox.com/games/110558339939185
kick,tag,31,190,2,219,267,231,[💥] Kick Battlegrounds!,70.8,https://www.roblox.com/games/110558339939185
build,fruit,372,56,2,426,245,230,Fruit Forager🍎,95.0,https://www.roblox.com/games/135625754866483
fruit,sell,56,96,3,149,275,230,Fruit Forager🍎,95.1,https://www.roblox.com/games/135625754866483
brainrot,simulator,131,229,1,359,227,227,[✨X20]Plant Brainrot Simulator,98.0,https://www.roblox.com/games/92814019058536
garden,rebirth,36,170,1,205,227,227,[✨X20]Plant Brainrot Simulator,98.0,https://www.roblox.com/games/92814019058536
garden,simulator,36,229,3,262,235,227,[✨X20]Plant Brainrot Simulator,51.6,https://www.roblox.com/games/92814019058536
garden,upgrade,36,357,9,384,374,227,[✨X20]Plant Brainrot Simulator,88.9,https://www.roblox.com/games/92814019058536
plant,rebirth,55,170,1,224,227,227,[✨X20]Plant Brainrot Simulator,98.0,https://www.roblox.com/games/92814019058536
plant,simulator,55,229,3,281,235,227,[✨X20]Plant Brainrot Simulator,51.6,https://www.roblox.com/games/92814019058536
rebirth,survive,170,243,3,410,234,227,[✨X20]Plant Brainrot Simulator,91.5,https://www.roblox.com/games/92814019058536
city,tag,85,190,5,270,738,226,Zombie Base Attack,76.1,https://www.roblox.com/games/18768363424
fly,zombie,72,73,2,143,247,226,Zombie Base Attack,75.5,https://www.roblox.com/games/18768363424
animal,baby,67,44,5,106,426,224,[🐺] Grow An Animal,89.7,https://www.roblox.com/games/125616007292860
baby,evolve,44,56,2,98,226,224,[🐺] Grow An Animal,80.3,https://www.roblox.com/games/125616007292860
baby,genre:Tycoon,44,451,5,490,234,224,[🐺] Grow An Animal,90.9,https://www.roblox.com/games/125616007292860
build,fly,372,72,7,437,546,220,+1 Height Slide (BUILD A SLIDE),82.5,https://www.roblox.com/games/97940595186229
escape,restaurant,226,54,3,277,378,218,Crazy Kitchen 🔪,70.7,https://www.roblox.com/games/125090186759686
kitchen,survive,18,243,1,260,218,218,Crazy Kitchen 🔪,66.7,https://www.roblox.com/games/125090186759686
restaurant,survive,54,243,1,296,218,218,Crazy Kitchen 🔪,66.7,https://www.roblox.com/games/125090186759686
harvest,lucky,17,77,1,93,216,216,Lucky Skyblock,85.1,https://www.roblox.com/games/95250289031395
build,kick,372,31,2,401,219,215,🍔 SELL BURGERS TO PROVE MOM WRONG,81.0,https://www.roblox.com/games/15757980570
burger,kick,27,31,1,57,215,215,🍔 SELL BURGERS TO PROVE MOM WRONG,91.1,https://www.roblox.com/games/15757980570
cook,kick,52,31,1,82,215,215,🍔 SELL BURGERS TO PROVE MOM WRONG,91.1,https://www.roblox.com/games/15757980570
kick,sell,31,96,1,126,215,215,🍔 SELL BURGERS TO PROVE MOM WRONG,91.1,https://www.roblox.com/games/15757980570
lift,sell,26,96,1,121,213,213,💪Size Legends Simulator,98.1,https://www.roblox.com/games/9731911476
anime,jump,77,151,2,226,219,211,+1 Jump Anime Evolve Tower,86.5,https://www.roblox.com/games/76337986656868
build,genre:Runner,372,13,2,383,304,206,Build A Cart,88.4,https://www.roblox.com/games/127590941940388
drive,genre:Runner,76,13,3,86,581,206,Build A Cart,77.5,https://www.roblox.com/games/127590941940388
genre:Runner,upgrade,13,357,1,369,206,206,Build A Cart,95.4,https://www.roblox.com/games/127590941940388
eat,genre:Animal Sim,90,54,2,142,207,205,Ants Eat Everything,65.2,https://www.roblox.com/games/11503592098
tycoon,zombie,137,73,9,201,753,203,Zombie Tycoon,78.0,https://www.roblox.com/games/113533413485661
defense,spin,53,46,1,98,202,202,[New Event]Stickman Tower Defense,90.4,https://www.roblox.com/games/18495650842
genre:Tower Defense,spin,42,46,1,87,202,202,[New Event]Stickman Tower Defense,90.4,https://www.roblox.com/games/18495650842
noob,spin,47,46,1,92,202,202,[New Event]Stickman Tower Defense,90.4,https://www.roblox.com/games/18495650842
spin,tower,46,172,2,216,203,202,[New Event]Stickman Tower Defense,90.8,https://www.roblox.com/games/18495650842
dragon,rebirth,54,170,3,221,240,202,+1 Speed Devil Fruit Escape,96.8,https://www.roblox.com/games/73468856921402
dragon,upgrade,54,357,1,410,202,202,+1 Speed Devil Fruit Escape,97.6,https://www.roblox.com/games/73468856921402
escape,fruit,226,56,2,280,386,202,+1 Speed Devil Fruit Escape,97.4,https://www.roblox.com/games/73468856921402
fruit,rebirth,56,170,2,224,244,202,+1 Speed Devil Fruit Escape,94.3,https://www.roblox.com/games/73468856921402
fruit,speed,56,176,4,228,237,202,+1 Speed Devil Fruit Escape,84.3,https://www.roblox.com/games/73468856921402
alien,fight,39,223,6,256,333,201,Be an Alien: Renewal,72.5,https://www.roblox.com/games/463915360
alien,genre:Animal Sim,39,54,1,92,201,201,Be an Alien: Renewal,87.8,https://www.roblox.com/games/463915360
genre:Tycoon,plane,451,33,1,483,200,200,Luxury Plane Tycoon 🛫,91.9,https://www.roblox.com/games/86538385467253
plane,rebirth,33,170,1,202,200,200,Luxury Plane Tycoon 🛫,91.9,https://www.roblox.com/games/86538385467253
plane,tycoon,33,137,1,169,200,200,Luxury Plane Tycoon 🛫,91.9,https://www.roblox.com/games/86538385467253
genre:Minigame,tag,18,190,1,207,200,200,AgirlJennifer Jenna Admin Elevator [Catalog🛍️],72.3,https://www.roblox.com/games/8715472568
genre:Action RPG,ninja,36,30,2,64,233,200,[UPDATE] Ninja: Legacy [RP],93.3,https://www.roblox.com/games/139150436440482
build,rng,372,54,4,422,330,198,Mech RNG,76.5,https://www.roblox.com/games/119270761095926
fight,mech,223,22,6,239,304,198,Mech RNG,80.3,https://www.roblox.com/games/119270761095926
genre:Incremental Simulator,mech,512,22,3,531,203,198,Mech RNG,85.7,https://www.roblox.com/games/119270761095926
mech,rng,22,54,1,75,198,198,Mech RNG,84.7,https://www.roblox.com/games/119270761095926
mech,robot,22,21,2,41,200,198,Mech RNG,84.1,https://www.roblox.com/games/119270761095926
mech,roll,22,98,1,119,198,198,Mech RNG,84.7,https://www.roblox.com/games/119270761095926
rng,robot,54,21,1,74,198,198,Mech RNG,84.7,https://www.roblox.com/games/119270761095926
robot,roll,21,98,3,116,380,198,Mech RNG,62.4,https://www.roblox.com/games/119270761095926
speed,spin,176,46,4,218,257,197,JUST ONE MORE ASYM [Power & Speed],82.4,https://www.roblox.com/games/130522875331172
dig,survive,42,243,1,284,197,197,⛏️ Dig Out Of Jail,93.1,https://www.roblox.com/games/79638614256104
